date,holiday_name,holiday,year,month,wday,weekend,long_holiday,school_break,dayno
2014-03-31,FALSE,FALSE,2014,3,1,FALSE,FALSE,no_break,31
2014-04-01,FALSE,FALSE,2014,4,2,FALSE,FALSE,no_break,1
2014-04-02,FALSE,FALSE,2014,4,3,FALSE,FALSE,no_break,2
2014-04-03,FALSE,FALSE,2014,4,4,FALSE,FALSE,no_break,3
2014-04-04,FALSE,FALSE,2014,4,5,FALSE,FALSE,no_break,4
2014-04-05,FALSE,FALSE,2014,4,6,TRUE,FALSE,no_break,5
2014-04-06,FALSE,FALSE,2014,4,7,TRUE,FALSE,no_break,6
2014-04-07,FALSE,FALSE,2014,4,1,FALSE,FALSE,no_break,7
2014-04-08,FALSE,FALSE,2014,4,2,FALSE,FALSE,no_break,8
2014-04-09,FALSE,FALSE,2014,4,3,FALSE,FALSE,no_break,9
2014-04-10,FALSE,FALSE,2014,4,4,FALSE,FALSE,no_break,10
2014-04-11,FALSE,FALSE,2014,4,5,FALSE,FALSE,no_break,11
2014-04-12,FALSE,FALSE,2014,4,6,TRUE,FALSE,no_break,12
2014-04-13,FALSE,FALSE,2014,4,7,TRUE,FALSE,no_break,13
2014-04-14,FALSE,FALSE,2014,4,1,FALSE,FALSE,no_break,14
2014-04-15,FALSE,FALSE,2014,4,2,FALSE,FALSE,no_break,15
2014-04-16,FALSE,FALSE,2014,4,3,FALSE,FALSE,no_break,16
2014-04-17,FALSE,FALSE,2014,4,4,FALSE,FALSE,no_break,17
2014-04-18,Good Friday,TRUE,2014,4,5,FALSE,FALSE,no_break,18
2014-04-19,FALSE,FALSE,2014,4,6,TRUE,TRUE,spring_break,19
2014-04-20,FALSE,FALSE,2014,4,7,TRUE,TRUE,spring_break,20
2014-04-21,FALSE,FALSE,2014,4,1,FALSE,FALSE,spring_break,21
2014-04-22,FALSE,FALSE,2014,4,2,FALSE,FALSE,spring_break,22
2014-04-23,FALSE,FALSE,2014,4,3,FALSE,FALSE,spring_break,23
2014-04-24,FALSE,FALSE,2014,4,4,FALSE,FALSE,spring_break,24
2014-04-25,FALSE,FALSE,2014,4,5,FALSE,FALSE,spring_break,25
2014-04-26,FALSE,FALSE,2014,4,6,TRUE,FALSE,spring_break,26
2014-04-27,FALSE,FALSE,2014,4,7,TRUE,FALSE,no_break,27
2014-04-28,FALSE,FALSE,2014,4,1,FALSE,FALSE,no_break,28
2014-04-29,FALSE,FALSE,2014,4,2,FALSE,FALSE,no_break,29
2014-04-30,FALSE,FALSE,2014,4,3,FALSE,FALSE,no_break,30
2014-05-01,FALSE,FALSE,2014,5,4,FALSE,FALSE,no_break,1
2014-05-02,FALSE,FALSE,2014,5,5,FALSE,FALSE,no_break,2
2014-05-03,FALSE,FALSE,2014,5,6,TRUE,FALSE,no_break,3
2014-05-04,FALSE,FALSE,2014,5,7,TRUE,FALSE,no_break,4
2014-05-05,FALSE,FALSE,2014,5,1,FALSE,FALSE,no_break,5
2014-05-06,FALSE,FALSE,2014,5,2,FALSE,FALSE,no_break,6
2014-05-07,FALSE,FALSE,2014,5,3,FALSE,FALSE,no_break,7
2014-05-08,FALSE,FALSE,2014,5,4,FALSE,FALSE,no_break,8
2014-05-09,FALSE,FALSE,2014,5,5,FALSE,FALSE,no_break,9
2014-05-10,FALSE,FALSE,2014,5,6,TRUE,FALSE,no_break,10
2014-05-11,FALSE,FALSE,2014,5,7,TRUE,FALSE,no_break,11
2014-05-12,FALSE,FALSE,2014,5,1,FALSE,FALSE,no_break,12
2014-05-13,FALSE,FALSE,2014,5,2,FALSE,FALSE,no_break,13
2014-05-14,FALSE,FALSE,2014,5,3,FALSE,FALSE,no_break,14
2014-05-15,FALSE,FALSE,2014,5,4,FALSE,FALSE,no_break,15
2014-05-16,FALSE,FALSE,2014,5,5,FALSE,FALSE,no_break,16
2014-05-17,FALSE,FALSE,2014,5,6,TRUE,FALSE,no_break,17
2014-05-18,FALSE,FALSE,2014,5,7,TRUE,FALSE,no_break,18
2014-05-19,FALSE,FALSE,2014,5,1,FALSE,FALSE,no_break,19
2014-05-20,FALSE,FALSE,2014,5,2,FALSE,FALSE,no_break,20
2014-05-21,FALSE,FALSE,2014,5,3,FALSE,FALSE,no_break,21
2014-05-22,FALSE,FALSE,2014,5,4,FALSE,FALSE,no_break,22
2014-05-23,FALSE,FALSE,2014,5,5,FALSE,FALSE,no_break,23
2014-05-24,FALSE,FALSE,2014,5,6,TRUE,TRUE,no_break,24
2014-05-25,FALSE,FALSE,2014,5,7,TRUE,TRUE,no_break,25
2014-05-26,Memorial Day,TRUE,2014,5,1,FALSE,TRUE,no_break,26
2014-05-27,FALSE,FALSE,2014,5,2,FALSE,FALSE,no_break,27
2014-05-28,FALSE,FALSE,2014,5,3,FALSE,FALSE,no_break,28
2014-05-29,FALSE,FALSE,2014,5,4,FALSE,FALSE,no_break,29
2014-05-30,FALSE,FALSE,2014,5,5,FALSE,FALSE,no_break,30
2014-05-31,FALSE,FALSE,2014,5,6,TRUE,FALSE,no_break,31
2014-06-01,FALSE,FALSE,2014,6,7,TRUE,FALSE,no_break,1
2014-06-02,FALSE,FALSE,2014,6,1,FALSE,FALSE,no_break,2
2014-06-03,FALSE,FALSE,2014,6,2,FALSE,FALSE,no_break,3
2014-06-04,FALSE,FALSE,2014,6,3,FALSE,FALSE,no_break,4
2014-06-05,FALSE,FALSE,2014,6,4,FALSE,FALSE,no_break,5
2014-06-06,FALSE,FALSE,2014,6,5,FALSE,FALSE,no_break,6
2014-06-07,FALSE,FALSE,2014,6,6,TRUE,FALSE,no_break,7
2014-06-08,FALSE,FALSE,2014,6,7,TRUE,FALSE,no_break,8
2014-06-09,FALSE,FALSE,2014,6,1,FALSE,FALSE,no_break,9
2014-06-10,FALSE,FALSE,2014,6,2,FALSE,FALSE,no_break,10
2014-06-11,FALSE,FALSE,2014,6,3,FALSE,FALSE,no_break,11
2014-06-12,FALSE,FALSE,2014,6,4,FALSE,FALSE,no_break,12
2014-06-13,FALSE,FALSE,2014,6,5,FALSE,FALSE,no_break,13
2014-06-14,FALSE,FALSE,2014,6,6,TRUE,FALSE,no_break,14
2014-06-15,FALSE,FALSE,2014,6,7,TRUE,FALSE,no_break,15
2014-06-16,FALSE,FALSE,2014,6,1,FALSE,FALSE,no_break,16
2014-06-17,FALSE,FALSE,2014,6,2,FALSE,FALSE,no_break,17
2014-06-18,FALSE,FALSE,2014,6,3,FALSE,FALSE,no_break,18
2014-06-19,FALSE,FALSE,2014,6,4,FALSE,FALSE,no_break,19
2014-06-20,FALSE,FALSE,2014,6,5,FALSE,FALSE,no_break,20
2014-06-21,FALSE,FALSE,2014,6,6,TRUE,FALSE,no_break,21
2014-06-22,FALSE,FALSE,2014,6,7,TRUE,FALSE,no_break,22
2014-06-23,FALSE,FALSE,2014,6,1,FALSE,FALSE,no_break,23
2014-06-24,FALSE,FALSE,2014,6,2,FALSE,FALSE,no_break,24
2014-06-25,FALSE,FALSE,2014,6,3,FALSE,FALSE,no_break,25
2014-06-26,FALSE,FALSE,2014,6,4,FALSE,FALSE,summer_break,26
2014-06-27,FALSE,FALSE,2014,6,5,FALSE,FALSE,summer_break,27
2014-06-28,FALSE,FALSE,2014,6,6,TRUE,FALSE,summer_break,28
2014-06-29,FALSE,FALSE,2014,6,7,TRUE,FALSE,summer_break,29
2014-06-30,FALSE,FALSE,2014,6,1,FALSE,FALSE,summer_break,30
2014-07-01,FALSE,FALSE,2014,7,2,FALSE,FALSE,summer_break,1
2014-07-02,FALSE,FALSE,2014,7,3,FALSE,FALSE,summer_break,2
2014-07-03,FALSE,FALSE,2014,7,4,FALSE,FALSE,summer_break,3
2014-07-04,Independence Day,TRUE,2014,7,5,FALSE,FALSE,summer_break,4
2014-07-05,FALSE,FALSE,2014,7,6,TRUE,TRUE,summer_break,5
2014-07-06,FALSE,FALSE,2014,7,7,TRUE,TRUE,summer_break,6
2014-07-07,FALSE,FALSE,2014,7,1,FALSE,FALSE,summer_break,7
2014-07-08,FALSE,FALSE,2014,7,2,FALSE,FALSE,summer_break,8
2014-07-09,FALSE,FALSE,2014,7,3,FALSE,FALSE,summer_break,9
2014-07-10,FALSE,FALSE,2014,7,4,FALSE,FALSE,summer_break,10
2014-07-11,FALSE,FALSE,2014,7,5,FALSE,FALSE,summer_break,11
2014-07-12,FALSE,FALSE,2014,7,6,TRUE,FALSE,summer_break,12
2014-07-13,FALSE,FALSE,2014,7,7,TRUE,FALSE,summer_break,13
2014-07-14,FALSE,FALSE,2014,7,1,FALSE,FALSE,summer_break,14
2014-07-15,FALSE,FALSE,2014,7,2,FALSE,FALSE,summer_break,15
2014-07-16,FALSE,FALSE,2014,7,3,FALSE,FALSE,summer_break,16
2014-07-17,FALSE,FALSE,2014,7,4,FALSE,FALSE,summer_break,17
2014-07-18,FALSE,FALSE,2014,7,5,FALSE,FALSE,summer_break,18
2014-07-19,FALSE,FALSE,2014,7,6,TRUE,FALSE,summer_break,19
2014-07-20,FALSE,FALSE,2014,7,7,TRUE,FALSE,summer_break,20
2014-07-21,FALSE,FALSE,2014,7,1,FALSE,FALSE,summer_break,21
2014-07-22,FALSE,FALSE,2014,7,2,FALSE,FALSE,summer_break,22
2014-07-23,FALSE,FALSE,2014,7,3,FALSE,FALSE,summer_break,23
2014-07-24,FALSE,FALSE,2014,7,4,FALSE,FALSE,summer_break,24
2014-07-25,FALSE,FALSE,2014,7,5,FALSE,FALSE,summer_break,25
2014-07-26,FALSE,FALSE,2014,7,6,TRUE,FALSE,summer_break,26
2014-07-27,FALSE,FALSE,2014,7,7,TRUE,FALSE,summer_break,27
2014-07-28,FALSE,FALSE,2014,7,1,FALSE,FALSE,summer_break,28
2014-07-29,FALSE,FALSE,2014,7,2,FALSE,FALSE,summer_break,29
2014-07-30,FALSE,FALSE,2014,7,3,FALSE,FALSE,summer_break,30
2014-07-31,FALSE,FALSE,2014,7,4,FALSE,FALSE,summer_break,31
2014-08-01,FALSE,FALSE,2014,8,5,FALSE,FALSE,summer_break,1
2014-08-02,FALSE,FALSE,2014,8,6,TRUE,FALSE,summer_break,2
2014-08-03,FALSE,FALSE,2014,8,7,TRUE,FALSE,summer_break,3
2014-08-04,FALSE,FALSE,2014,8,1,FALSE,FALSE,summer_break,4
2014-08-05,FALSE,FALSE,2014,8,2,FALSE,FALSE,summer_break,5
2014-08-06,FALSE,FALSE,2014,8,3,FALSE,FALSE,summer_break,6
2014-08-07,FALSE,FALSE,2014,8,4,FALSE,FALSE,summer_break,7
2014-08-08,FALSE,FALSE,2014,8,5,FALSE,FALSE,summer_break,8
2014-08-09,FALSE,FALSE,2014,8,6,TRUE,FALSE,summer_break,9
2014-08-10,FALSE,FALSE,2014,8,7,TRUE,FALSE,summer_break,10
2014-08-11,FALSE,FALSE,2014,8,1,FALSE,FALSE,summer_break,11
2014-08-12,FALSE,FALSE,2014,8,2,FALSE,FALSE,summer_break,12
2014-08-13,FALSE,FALSE,2014,8,3,FALSE,FALSE,summer_break,13
2014-08-14,FALSE,FALSE,2014,8,4,FALSE,FALSE,summer_break,14
2014-08-15,FALSE,FALSE,2014,8,5,FALSE,FALSE,summer_break,15
2014-08-16,FALSE,FALSE,2014,8,6,TRUE,FALSE,summer_break,16
2014-08-17,FALSE,FALSE,2014,8,7,TRUE,FALSE,summer_break,17
2014-08-18,FALSE,FALSE,2014,8,1,FALSE,FALSE,summer_break,18
2014-08-19,FALSE,FALSE,2014,8,2,FALSE,FALSE,summer_break,19
2014-08-20,FALSE,FALSE,2014,8,3,FALSE,FALSE,summer_break,20
2014-08-21,FALSE,FALSE,2014,8,4,FALSE,FALSE,summer_break,21
2014-08-22,FALSE,FALSE,2014,8,5,FALSE,FALSE,summer_break,22
2014-08-23,FALSE,FALSE,2014,8,6,TRUE,FALSE,summer_break,23
2014-08-24,FALSE,FALSE,2014,8,7,TRUE,FALSE,summer_break,24
2014-08-25,FALSE,FALSE,2014,8,1,FALSE,FALSE,summer_break,25
2014-08-26,FALSE,FALSE,2014,8,2,FALSE,FALSE,summer_break,26
2014-08-27,FALSE,FALSE,2014,8,3,FALSE,FALSE,summer_break,27
2014-08-28,FALSE,FALSE,2014,8,4,FALSE,FALSE,summer_break,28
2014-08-29,FALSE,FALSE,2014,8,5,FALSE,FALSE,summer_break,29
2014-08-30,FALSE,FALSE,2014,8,6,TRUE,TRUE,summer_break,30
2014-08-31,FALSE,FALSE,2014,8,7,TRUE,TRUE,summer_break,31
2014-09-01,Labor Day,TRUE,2014,9,1,FALSE,TRUE,summer_break,1
2014-09-02,FALSE,FALSE,2014,9,2,FALSE,FALSE,summer_break,2
2014-09-03,FALSE,FALSE,2014,9,3,FALSE,FALSE,summer_break,3
2014-09-04,FALSE,FALSE,2014,9,4,FALSE,FALSE,summer_break,4
2014-09-05,FALSE,FALSE,2014,9,5,FALSE,FALSE,summer_break,5
2014-09-06,FALSE,FALSE,2014,9,6,TRUE,FALSE,summer_break,6
2014-09-07,FALSE,FALSE,2014,9,7,TRUE,FALSE,no_break,7
2014-09-08,FALSE,FALSE,2014,9,1,FALSE,FALSE,no_break,8
2014-09-09,FALSE,FALSE,2014,9,2,FALSE,FALSE,no_break,9
2014-09-10,FALSE,FALSE,2014,9,3,FALSE,FALSE,no_break,10
2014-09-11,FALSE,FALSE,2014,9,4,FALSE,FALSE,no_break,11
2014-09-12,FALSE,FALSE,2014,9,5,FALSE,FALSE,no_break,12
2014-09-13,FALSE,FALSE,2014,9,6,TRUE,FALSE,no_break,13
2014-09-14,FALSE,FALSE,2014,9,7,TRUE,FALSE,no_break,14
2014-09-15,FALSE,FALSE,2014,9,1,FALSE,FALSE,no_break,15
2014-09-16,FALSE,FALSE,2014,9,2,FALSE,FALSE,no_break,16
2014-09-17,FALSE,FALSE,2014,9,3,FALSE,FALSE,no_break,17
2014-09-18,FALSE,FALSE,2014,9,4,FALSE,FALSE,no_break,18
2014-09-19,FALSE,FALSE,2014,9,5,FALSE,FALSE,no_break,19
2014-09-20,FALSE,FALSE,2014,9,6,TRUE,FALSE,no_break,20
2014-09-21,FALSE,FALSE,2014,9,7,TRUE,FALSE,no_break,21
2014-09-22,FALSE,FALSE,2014,9,1,FALSE,FALSE,no_break,22
2014-09-23,FALSE,FALSE,2014,9,2,FALSE,FALSE,no_break,23
2014-09-24,FALSE,FALSE,2014,9,3,FALSE,FALSE,no_break,24
2014-09-25,FALSE,FALSE,2014,9,4,FALSE,FALSE,no_break,25
2014-09-26,FALSE,FALSE,2014,9,5,FALSE,FALSE,no_break,26
2014-09-27,FALSE,FALSE,2014,9,6,TRUE,FALSE,no_break,27
2014-09-28,FALSE,FALSE,2014,9,7,TRUE,FALSE,no_break,28
2014-09-29,FALSE,FALSE,2014,9,1,FALSE,FALSE,no_break,29
2014-09-30,FALSE,FALSE,2014,9,2,FALSE,FALSE,no_break,30
2014-10-01,FALSE,FALSE,2014,10,3,FALSE,FALSE,no_break,1
2014-10-02,FALSE,FALSE,2014,10,4,FALSE,FALSE,no_break,2
2014-10-03,FALSE,FALSE,2014,10,5,FALSE,FALSE,no_break,3
2014-10-04,FALSE,FALSE,2014,10,6,TRUE,FALSE,no_break,4
2014-10-05,FALSE,FALSE,2014,10,7,TRUE,FALSE,no_break,5
2014-10-06,FALSE,FALSE,2014,10,1,FALSE,FALSE,no_break,6
2014-10-07,FALSE,FALSE,2014,10,2,FALSE,FALSE,no_break,7
2014-10-08,FALSE,FALSE,2014,10,3,FALSE,FALSE,no_break,8
2014-10-09,FALSE,FALSE,2014,10,4,FALSE,FALSE,no_break,9
2014-10-10,FALSE,FALSE,2014,10,5,FALSE,FALSE,no_break,10
2014-10-11,FALSE,FALSE,2014,10,6,TRUE,TRUE,no_break,11
2014-10-12,FALSE,FALSE,2014,10,7,TRUE,TRUE,no_break,12
2014-10-13,Columbus Day,TRUE,2014,10,1,FALSE,TRUE,no_break,13
2014-10-14,FALSE,FALSE,2014,10,2,FALSE,FALSE,no_break,14
2014-10-15,FALSE,FALSE,2014,10,3,FALSE,FALSE,no_break,15
2014-10-16,FALSE,FALSE,2014,10,4,FALSE,FALSE,no_break,16
2014-10-17,FALSE,FALSE,2014,10,5,FALSE,FALSE,no_break,17
2014-10-18,FALSE,FALSE,2014,10,6,TRUE,FALSE,no_break,18
2014-10-19,FALSE,FALSE,2014,10,7,TRUE,FALSE,no_break,19
2014-10-20,FALSE,FALSE,2014,10,1,FALSE,FALSE,no_break,20
2014-10-21,FALSE,FALSE,2014,10,2,FALSE,FALSE,no_break,21
2014-10-22,FALSE,FALSE,2014,10,3,FALSE,FALSE,no_break,22
2014-10-23,FALSE,FALSE,2014,10,4,FALSE,FALSE,no_break,23
2014-10-24,FALSE,FALSE,2014,10,5,FALSE,FALSE,no_break,24
2014-10-25,FALSE,FALSE,2014,10,6,TRUE,FALSE,no_break,25
2014-10-26,FALSE,FALSE,2014,10,7,TRUE,FALSE,no_break,26
2014-10-27,FALSE,FALSE,2014,10,1,FALSE,FALSE,no_break,27
2014-10-28,FALSE,FALSE,2014,10,2,FALSE,FALSE,no_break,28
2014-10-29,FALSE,FALSE,2014,10,3,FALSE,FALSE,no_break,29
2014-10-30,FALSE,FALSE,2014,10,4,FALSE,FALSE,no_break,30
2014-10-31,Halloween,FALSE,2014,10,5,FALSE,FALSE,no_break,31
2014-11-01,FALSE,FALSE,2014,11,6,TRUE,FALSE,no_break,1
2014-11-02,FALSE,FALSE,2014,11,7,TRUE,FALSE,no_break,2
2014-11-03,FALSE,FALSE,2014,11,1,FALSE,FALSE,no_break,3
2014-11-04,FALSE,FALSE,2014,11,2,FALSE,FALSE,no_break,4
2014-11-05,FALSE,FALSE,2014,11,3,FALSE,FALSE,no_break,5
2014-11-06,FALSE,FALSE,2014,11,4,FALSE,FALSE,no_break,6
2014-11-07,FALSE,FALSE,2014,11,5,FALSE,FALSE,no_break,7
2014-11-08,FALSE,FALSE,2014,11,6,TRUE,FALSE,no_break,8
2014-11-09,FALSE,FALSE,2014,11,7,TRUE,TRUE,no_break,9
2014-11-10,FALSE,FALSE,2014,11,1,FALSE,FALSE,no_break,10
2014-11-11,Veterans Day,TRUE,2014,11,2,FALSE,FALSE,no_break,11
2014-11-12,FALSE,FALSE,2014,11,3,FALSE,FALSE,no_break,12
2014-11-13,FALSE,FALSE,2014,11,4,FALSE,FALSE,no_break,13
2014-11-14,FALSE,FALSE,2014,11,5,FALSE,FALSE,no_break,14
2014-11-15,FALSE,FALSE,2014,11,6,TRUE,FALSE,no_break,15
2014-11-16,FALSE,FALSE,2014,11,7,TRUE,FALSE,no_break,16
2014-11-17,FALSE,FALSE,2014,11,1,FALSE,FALSE,no_break,17
2014-11-18,FALSE,FALSE,2014,11,2,FALSE,FALSE,no_break,18
2014-11-19,FALSE,FALSE,2014,11,3,FALSE,FALSE,no_break,19
2014-11-20,FALSE,FALSE,2014,11,4,FALSE,FALSE,no_break,20
2014-11-21,FALSE,FALSE,2014,11,5,FALSE,FALSE,no_break,21
2014-11-22,FALSE,FALSE,2014,11,6,TRUE,FALSE,no_break,22
2014-11-23,FALSE,FALSE,2014,11,7,TRUE,FALSE,no_break,23
2014-11-24,FALSE,FALSE,2014,11,1,FALSE,FALSE,no_break,24
2014-11-25,FALSE,FALSE,2014,11,2,FALSE,FALSE,no_break,25
2014-11-26,FALSE,FALSE,2014,11,3,FALSE,FALSE,no_break,26
2014-11-27,Thanksgiving Day,TRUE,2014,11,4,FALSE,FALSE,no_break,27
2014-11-28,FALSE,FALSE,2014,11,5,FALSE,FALSE,no_break,28
2014-11-29,FALSE,FALSE,2014,11,6,TRUE,TRUE,no_break,29
2014-11-30,FALSE,FALSE,2014,11,7,TRUE,FALSE,no_break,30
2014-12-01,FALSE,FALSE,2014,12,1,FALSE,FALSE,no_break,1
2014-12-02,FALSE,FALSE,2014,12,2,FALSE,FALSE,no_break,2
2014-12-03,FALSE,FALSE,2014,12,3,FALSE,FALSE,no_break,3
2014-12-04,FALSE,FALSE,2014,12,4,FALSE,FALSE,no_break,4
2014-12-05,FALSE,FALSE,2014,12,5,FALSE,FALSE,no_break,5
2014-12-06,FALSE,FALSE,2014,12,6,TRUE,FALSE,no_break,6
2014-12-07,FALSE,FALSE,2014,12,7,TRUE,FALSE,no_break,7
2014-12-08,FALSE,FALSE,2014,12,1,FALSE,FALSE,no_break,8
2014-12-09,FALSE,FALSE,2014,12,2,FALSE,FALSE,no_break,9
2014-12-10,FALSE,FALSE,2014,12,3,FALSE,FALSE,no_break,10
2014-12-11,FALSE,FALSE,2014,12,4,FALSE,FALSE,no_break,11
2014-12-12,FALSE,FALSE,2014,12,5,FALSE,FALSE,no_break,12
2014-12-13,FALSE,FALSE,2014,12,6,TRUE,FALSE,no_break,13
2014-12-14,FALSE,FALSE,2014,12,7,TRUE,FALSE,no_break,14
2014-12-15,FALSE,FALSE,2014,12,1,FALSE,FALSE,no_break,15
2014-12-16,FALSE,FALSE,2014,12,2,FALSE,FALSE,no_break,16
2014-12-17,FALSE,FALSE,2014,12,3,FALSE,FALSE,no_break,17
2014-12-18,FALSE,FALSE,2014,12,4,FALSE,FALSE,no_break,18
2014-12-19,FALSE,FALSE,2014,12,5,FALSE,FALSE,no_break,19
2014-12-20,FALSE,FALSE,2014,12,6,TRUE,FALSE,no_break,20
2014-12-21,FALSE,FALSE,2014,12,7,TRUE,FALSE,no_break,21
2014-12-22,FALSE,FALSE,2014,12,1,FALSE,FALSE,no_break,22
2014-12-23,FALSE,FALSE,2014,12,2,FALSE,FALSE,no_break,23
2014-12-24,Christmas Eve,FALSE,2014,12,3,FALSE,FALSE,christmas_break,24
2014-12-25,Christmas Day,TRUE,2014,12,4,FALSE,FALSE,christmas_break,25
2014-12-26,FALSE,FALSE,2014,12,5,FALSE,FALSE,christmas_break,26
2014-12-27,FALSE,FALSE,2014,12,6,TRUE,TRUE,christmas_break,27
2014-12-28,FALSE,FALSE,2014,12,7,TRUE,FALSE,christmas_break,28
2014-12-29,FALSE,FALSE,2014,12,1,FALSE,FALSE,christmas_break,29
2014-12-30,FALSE,FALSE,2014,12,2,FALSE,FALSE,christmas_break,30
2014-12-31,New Year,FALSE,2014,12,3,FALSE,FALSE,christmas_break,31
2015-01-01,New Year Day,TRUE,2015,1,4,FALSE,FALSE,christmas_break,1
2015-01-02,FALSE,FALSE,2015,1,5,FALSE,FALSE,no_break,2
2015-01-03,FALSE,FALSE,2015,1,6,TRUE,TRUE,no_break,3
2015-01-04,FALSE,FALSE,2015,1,7,TRUE,FALSE,no_break,4
2015-01-05,FALSE,FALSE,2015,1,1,FALSE,FALSE,no_break,5
2015-01-06,FALSE,FALSE,2015,1,2,FALSE,FALSE,no_break,6
2015-01-07,FALSE,FALSE,2015,1,3,FALSE,FALSE,no_break,7
2015-01-08,FALSE,FALSE,2015,1,4,FALSE,FALSE,no_break,8
2015-01-09,FALSE,FALSE,2015,1,5,FALSE,FALSE,no_break,9
2015-01-10,FALSE,FALSE,2015,1,6,TRUE,FALSE,no_break,10
2015-01-11,FALSE,FALSE,2015,1,7,TRUE,FALSE,no_break,11
2015-01-12,FALSE,FALSE,2015,1,1,FALSE,FALSE,no_break,12
2015-01-13,FALSE,FALSE,2015,1,2,FALSE,FALSE,no_break,13
2015-01-14,FALSE,FALSE,2015,1,3,FALSE,FALSE,no_break,14
2015-01-15,FALSE,FALSE,2015,1,4,FALSE,FALSE,no_break,15
2015-01-16,FALSE,FALSE,2015,1,5,FALSE,FALSE,no_break,16
2015-01-17,FALSE,FALSE,2015,1,6,TRUE,TRUE,no_break,17
2015-01-18,FALSE,FALSE,2015,1,7,TRUE,TRUE,no_break,18
2015-01-19,Martin Luther King Jr. Day,TRUE,2015,1,1,FALSE,TRUE,no_break,19
2015-01-20,FALSE,FALSE,2015,1,2,FALSE,FALSE,no_break,20
2015-01-21,FALSE,FALSE,2015,1,3,FALSE,FALSE,no_break,21
2015-01-22,FALSE,FALSE,2015,1,4,FALSE,FALSE,no_break,22
2015-01-23,FALSE,FALSE,2015,1,5,FALSE,FALSE,no_break,23
2015-01-24,FALSE,FALSE,2015,1,6,TRUE,FALSE,no_break,24
2015-01-25,FALSE,FALSE,2015,1,7,TRUE,FALSE,no_break,25
2015-01-26,FALSE,FALSE,2015,1,1,FALSE,FALSE,no_break,26
2015-01-27,FALSE,FALSE,2015,1,2,FALSE,FALSE,no_break,27
2015-01-28,FALSE,FALSE,2015,1,3,FALSE,FALSE,no_break,28
2015-01-29,FALSE,FALSE,2015,1,4,FALSE,FALSE,no_break,29
2015-01-30,FALSE,FALSE,2015,1,5,FALSE,FALSE,no_break,30
2015-01-31,FALSE,FALSE,2015,1,6,TRUE,FALSE,no_break,31
2015-02-01,FALSE,FALSE,2015,2,7,TRUE,FALSE,no_break,1
2015-02-02,FALSE,FALSE,2015,2,1,FALSE,FALSE,no_break,2
2015-02-03,FALSE,FALSE,2015,2,2,FALSE,FALSE,no_break,3
2015-02-04,FALSE,FALSE,2015,2,3,FALSE,FALSE,no_break,4
2015-02-05,FALSE,FALSE,2015,2,4,FALSE,FALSE,no_break,5
2015-02-06,FALSE,FALSE,2015,2,5,FALSE,FALSE,no_break,6
2015-02-07,FALSE,FALSE,2015,2,6,TRUE,FALSE,no_break,7
2015-02-08,FALSE,FALSE,2015,2,7,TRUE,FALSE,no_break,8
2015-02-09,FALSE,FALSE,2015,2,1,FALSE,FALSE,no_break,9
2015-02-10,FALSE,FALSE,2015,2,2,FALSE,FALSE,no_break,10
2015-02-11,FALSE,FALSE,2015,2,3,FALSE,FALSE,no_break,11
2015-02-12,FALSE,FALSE,2015,2,4,FALSE,FALSE,no_break,12
2015-02-13,FALSE,FALSE,2015,2,5,FALSE,FALSE,no_break,13
2015-02-14,FALSE,FALSE,2015,2,6,TRUE,TRUE,no_break,14
2015-02-15,FALSE,FALSE,2015,2,7,TRUE,TRUE,no_break,15
2015-02-16,Presidents Day (Washingtons Birthday),TRUE,2015,2,1,FALSE,TRUE,no_break,16
2015-02-17,FALSE,FALSE,2015,2,2,FALSE,FALSE,no_break,17
2015-02-18,FALSE,FALSE,2015,2,3,FALSE,FALSE,mid_winter_break,18
2015-02-19,FALSE,FALSE,2015,2,4,FALSE,FALSE,mid_winter_break,19
2015-02-20,FALSE,FALSE,2015,2,5,FALSE,FALSE,mid_winter_break,20
2015-02-21,FALSE,FALSE,2015,2,6,TRUE,FALSE,mid_winter_break,21
2015-02-22,FALSE,FALSE,2015,2,7,TRUE,FALSE,mid_winter_break,22
2015-02-23,FALSE,FALSE,2015,2,1,FALSE,FALSE,no_break,23
2015-02-24,FALSE,FALSE,2015,2,2,FALSE,FALSE,no_break,24
2015-02-25,FALSE,FALSE,2015,2,3,FALSE,FALSE,no_break,25
2015-02-26,FALSE,FALSE,2015,2,4,FALSE,FALSE,no_break,26
2015-02-27,FALSE,FALSE,2015,2,5,FALSE,FALSE,no_break,27
2015-02-28,FALSE,FALSE,2015,2,6,TRUE,FALSE,no_break,28
2015-03-01,FALSE,FALSE,2015,3,7,TRUE,FALSE,no_break,1
2015-03-02,FALSE,FALSE,2015,3,1,FALSE,FALSE,no_break,2
2015-03-03,FALSE,FALSE,2015,3,2,FALSE,FALSE,no_break,3
2015-03-04,FALSE,FALSE,2015,3,3,FALSE,FALSE,no_break,4
2015-03-05,FALSE,FALSE,2015,3,4,FALSE,FALSE,no_break,5
2015-03-06,FALSE,FALSE,2015,3,5,FALSE,FALSE,no_break,6
2015-03-07,FALSE,FALSE,2015,3,6,TRUE,FALSE,no_break,7
2015-03-08,FALSE,FALSE,2015,3,7,TRUE,FALSE,no_break,8
2015-03-09,FALSE,FALSE,2015,3,1,FALSE,FALSE,no_break,9
2015-03-10,FALSE,FALSE,2015,3,2,FALSE,FALSE,no_break,10
